region,month,total_volume
Jacksonville,2016-12,686568.01
Jacksonville,2017-01,1070694.98
Jacksonville,2017-02,941416.5499999999
Jacksonville,2017-03,583338.01
Jacksonville,2017-04,868639.83
Jacksonville,2017-05,774080.29
Jacksonville,2017-06,717900.62
Jacksonville,2017-07,855973.89
Jacksonville,2017-08,618588.28
Jacksonville,2017-09,553210.54
Jacksonville,2017-10,776599.87
Jacksonville,2017-11,574915.39
Jacksonville,2017-12,857929.36
Jacksonville,2018-01,815163.78
Jacksonville,2018-02,998361.1
Jacksonville,2018-03,894879.46
LasVegas,2015-01,1099304.28
LasVegas,2015-02,1215402.42
LasVegas,2015-03,1548140.61
LasVegas,2015-04,1442626.49
LasVegas,2015-05,1647486.74
LasVegas,2015-06,1400820.27
LasVegas,2015-07,1179798.9
LasVegas,2015-08,1527953.17
LasVegas,2015-09,1234968.93
LasVegas,2015-10,1079965.69
LasVegas,2015-11,1161232.48
LasVegas,2015-12,1004728.68
LasVegas,2016-01,1416500.5
LasVegas,2016-02,1499732.16
LasVegas,2016-03,1343607.31
LasVegas,2016-04,1457744.83
LasVegas,2016-05,1914914.22
LasVegas,2016-06,1530844.93
LasVegas,2016-07,1631304.24
LasVegas,2016-08,1233053.15
LasVegas,2016-09,1262352.46
LasVegas,2016-10,1336405.96
LasVegas,2016-11,1008835.02
LasVegas,2016-12,1271718.78
LasVegas,2017-01,1938367.25
LasVegas,2017-02,1814580.7500000002
LasVegas,2017-03,1382002.3800000001
LasVegas,2017-04,1910475.44
LasVegas,2017-05,1624775.47
LasVegas,2017-06,1517640.44
LasVegas,2017-07,1712089.33
LasVegas,2017-08,1107498.0999999999
LasVegas,2017-09,836853.42
LasVegas,2017-10,1067360.64
LasVegas,2017-11,1081798.3800000001
LasVegas,2017-12,1440391.08
LasVegas,2018-01,1417390.92
LasVegas,2018-02,1664652.01
LasVegas,2018-03,1411588.5699999998
LosAngeles,2015-01,10722981.700000001
LosAngeles,2015-02,12737718.709999999
LosAngeles,2015-03,13827450.280000001
LosAngeles,2015-04,10836845.74
LosAngeles,2015-05,16400578.36
LosAngeles,2015-06,13092335.44
LosAngeles,2015-07,11778010.77
LosAngeles,2015-08,14905807.12
LosAngeles,2015-09,10767641.69
LosAngeles,2015-10,10004633.41
LosAngeles,2015-11,12730670.91
LosAngeles,2015-12,10416018.85
LosAngeles,2016-01,16831349.21
LosAngeles,2016-02,15602775.43
LosAngeles,2016-03,13402223.0
LosAngeles,2016-04,12854456.53
LosAngeles,2016-05,17567314.84
LosAngeles,2016-06,13888883.84
LosAngeles,2016-07,16277709.49
LosAngeles,2016-08,13103421.16
LosAngeles,2016-09,12320963.61
LosAngeles,2016-10,12103162.86
LosAngeles,2016-11,8292907.08
LosAngeles,2016-12,10897135.77
LosAngeles,2017-01,18958473.57
LosAngeles,2017-02,15511024.680000002
LosAngeles,2017-03,11274963.4
LosAngeles,2017-04,15874760.92
LosAngeles,2017-05,14411998.84
LosAngeles,2017-06,14769367.370000001
LosAngeles,2017-07,14801900.13
LosAngeles,2017-08,10280737.84
LosAngeles,2017-09,8045978.41
LosAngeles,2017-10,10324922.030000001
LosAngeles,2017-11,10119699.13
LosAngeles,2017-12,14107347.92
LosAngeles,2018-01,11067366.75
LosAngeles,2018-02,14547221.69
LosAngeles,2018-03,12437789.15
Louisville,2015-01,353647.39
Louisville,2015-02,405863.41000000003
Louisville,2015-03,394096.57
Louisville,2015-04,331827.83
Louisville,2015-05,438362.52
Louisville,2015-06,337214.85000000003
Louisville,2015-07,341574.5
Louisville,2015-08,402505.20999999996
Louisville,2015-09,324005.02999999997
Louisville,2015-10,282263.77
Louisville,2015-11,375432.35
Louisville,2015-12,302209.74
Louisville,2016-01,528914.41
Louisville,2016-02,494631.19
Louisville,2016-03,422182.1
Louisville,2016-04,372411.75
Louisville,2016-05,607562.73
Louisville,2016-06,396078.39
Louisville,2016-07,499610.47000000003
Louisville,2016-08,352345.27
Louisville,2016-09,348678.51
Louisville,2016-10,394265.14
Louisville,2016-11,269528.6
Louisville,2016-12,390120.22000000003
Louisville,2017-01,571539.25
Louisville,2017-02,483122.62
Louisville,2017-03,388893.32
Louisville,2017-04,492751.32
Louisville,2017-05,452091.79
Louisville,2017-06,472541.73
Louisville,2017-07,531069.69
Louisville,2017-08,370742.03
Louisville,2017-09,302381.58
Louisville,2017-10,358509.85
Louisville,2017-11,330535.56
Louisville,2017-12,505930.7
Louisville,2018-01,472261.37
Louisville,2018-02,512412.13
Louisville,2018-03,486887.51
MiamiFtLauderdale,2015-01,1693236.32
MiamiFtLauderdale,2015-02,1831916.3
MiamiFtLauderdale,2015-03,2399742.97
MiamiFtLauderdale,2015-04,2126441.88
MiamiFtLauderdale,2015-05,2993525.43
MiamiFtLauderdale,2015-06,2242308.96
MiamiFtLauderdale,2015-07,2132536.87
MiamiFtLauderdale,2015-08,2128504.73
MiamiFtLauderdale,2015-09,1851905.08
MiamiFtLauderdale,2015-10,1755508.96
MiamiFtLauderdale,2015-11,2240315.74
MiamiFtLauderdale,2015-12,1770568.64
MiamiFtLauderdale,2016-01,2766908.0300000003
MiamiFtLauderdale,2016-02,2942832.8400000003
MiamiFtLauderdale,2016-03,2237770.7800000003
MiamiFtLauderdale,2016-04,2858127.11
MiamiFtLauderdale,2016-05,3994982.69
MiamiFtLauderdale,2016-06,2661088.72
MiamiFtLauderdale,2016-07,2996138.15
MiamiFtLauderdale,2016-08,2354287.78
MiamiFtLauderdale,2016-09,2457531.3000000003
MiamiFtLauderdale,2016-10,2332878.09
MiamiFtLauderdale,2016-11,1782174.01
MiamiFtLauderdale,2016-12,2500340.9899999998
MiamiFtLauderdale,2017-01,3330937.9
MiamiFtLauderdale,2017-02,3099248.21
MiamiFtLauderdale,2017-03,1971912.33
MiamiFtLauderdale,2017-04,2929389.96
MiamiFtLauderdale,2017-05,2778114.42
MiamiFtLauderdale,2017-06,2453480.96
MiamiFtLauderdale,2017-07,2774927.6
MiamiFtLauderdale,2017-08,2004911.6700000002
MiamiFtLauderdale,2017-09,1655924.0
MiamiFtLauderdale,2017-10,2579119.24
MiamiFtLauderdale,2017-11,2107781.86
MiamiFtLauderdale,2017-12,3194482.88
MiamiFtLauderdale,2018-01,2882758.52
MiamiFtLauderdale,2018-02,3522281.9899999998
MiamiFtLauderdale,2018-03,3336380.12
Midsouth,2015-01,9956951.51
Midsouth,2015-02,11823925.53
Midsouth,2015-03,12917919.35
Midsouth,2015-04,11071592.16
Midsouth,2015-05,15880166.47
Midsouth,2015-06,12201393.81
Midsouth,2015-07,11664799.34
Midsouth,2015-08,13951305.77
Midsouth,2015-09,10910229.58
Midsouth,2015-10,9762092.56
Midsouth,2015-11,11360650.479999999
Midsouth,2015-12,8720889.879999999
Midsouth,2016-01,15213850.540000001
Midsouth,2016-02,13341133.200000001
Midsouth,2016-03,12488635.75
Midsouth,2016-04,12344577.78
Midsouth,2016-05,17612081.2
Midsouth,2016-06,13199078.68
Midsouth,2016-07,15805262.02
Midsouth,2016-08,11933147.14
Midsouth,2016-09,12045099.0
Midsouth,2016-10,12383574.93
Midsouth,2016-11,8451479.629999999
Midsouth,2016-12,9442577.72
Midsouth,2017-01,16356781.4
Midsouth,2017-02,14865721.05
Midsouth,2017-03,13067399.62
Midsouth,2017-04,16282239.18
Midsouth,2017-05,14523172.08
Midsouth,2017-06,13074397.9
Midsouth,2017-07,15613954.24
Midsouth,2017-08,11849587.459999999
Midsouth,2017-09,10594455.78
Midsouth,2017-10,12840208.45
Midsouth,2017-11,10670669.09
Midsouth,2017-12,15814964.879999999
Midsouth,2018-01,15461693.65
Midsouth,2018-02,16237591.22
Midsouth,2018-03,16614107.17
Nashville,2015-01,610740.81
Nashville,2015-02,724430.65
Nashville,2015-03,794967.26
Nashville,2015-04,646617.99
Nashville,2015-05,931070.38
Nashville,2015-06,733377.92
Nashville,2015-07,722120.05
Nashville,2015-08,866852.96
Nashville,2015-09,712298.0
Nashville,2015-10,676279.1
Nashville,2015-11,691242.43
Nashville,2015-12,551918.6
Nashville,2016-01,948839.49
Nashville,2016-02,865643.91
Nashville,2016-03,738717.62
Nashville,2016-04,861691.72
Nashville,2016-05,1174910.18
Nashville,2016-06,890562.62
Nashville,2016-07,1080816.42
Nashville,2016-08,790809.78
Nashville,2016-09,950814.3400000001
Nashville,2016-10,870370.0
Nashville,2016-11,596950.51
Nashville,2016-12,729048.3099999999
Nashville,2017-01,1265425.54
Nashville,2017-02,1133567.03
Nashville,2017-03,1190346.87
Nashville,2017-04,1313795.3599999999
Nashville,2017-05,1176384.68
Nashville,2017-06,1083600.21
Nashville,2017-07,1238154.37
Nashville,2017-08,987795.33
Nashville,2017-09,726865.68
Nashville,2017-10,880717.62
Nashville,2017-11,803072.52
Nashville,2017-12,1138919.6199999999
Nashville,2018-01,1120507.8199999998
Nashville,2018-02,1182395.98
Nashville,2018-03,1209449.55
NewOrleansMobile,2015-01,1011212.04
NewOrleansMobile,2015-02,1110280.09
NewOrleansMobile,2015-03,1239311.6500000001
NewOrleansMobile,2015-04,1015307.4099999999
NewOrleansMobile,2015-05,1341924.46
NewOrleansMobile,2015-06,1115335.68
NewOrleansMobile,2015-07,1063071.49
NewOrleansMobile,2015-08,1262860.75
NewOrleansMobile,2015-09,900847.1699999999
NewOrleansMobile,2015-10,850650.57
NewOrleansMobile,2015-11,976514.25
NewOrleansMobile,2015-12,776992.38
NewOrleansMobile,2016-01,1352833.31
NewOrleansMobile,2016-02,1406867.12
NewOrleansMobile,2016-03,1123136.6300000001
NewOrleansMobile,2016-04,1264085.55
NewOrleansMobile,2016-05,1936131.45
NewOrleansMobile,2016-06,1148049.17
NewOrleansMobile,2016-07,1475727.2
NewOrleansMobile,2016-08,1193977.42
NewOrleansMobile,2016-09,1098665.92
NewOrleansMobile,2016-10,1049344.66
NewOrleansMobile,2016-11,740181.45
NewOrleansMobile,2016-12,851366.2
NewOrleansMobile,2017-01,1470948.71
NewOrleansMobile,2017-02,1457926.04
NewOrleansMobile,2017-03,975346.8
NewOrleansMobile,2017-04,1297237.8
NewOrleansMobile,2017-05,1220422.2
NewOrleansMobile,2017-06,1153966.06
NewOrleansMobile,2017-07,1329938.1099999999
NewOrleansMobile,2017-08,964090.12
NewOrleansMobile,2017-09,896671.12
NewOrleansMobile,2017-10,1349083.0799999998
NewOrleansMobile,2017-11,925973.97
NewOrleansMobile,2017-12,1284897.88
NewOrleansMobile,2018-01,1239761.04
NewOrleansMobile,2018-02,1524019.34
NewOrleansMobile,2018-03,1300180.29
NewYork,2015-01,4623953.17
NewYork,2015-02,5267939.13
NewYork,2015-03,6031017.72
NewYork,2015-04,5037854.94
NewYork,2015-05,8161470.84
NewYork,2015-06,6117156.0200000005
NewYork,2015-07,5515607.05
NewYork,2015-08,7366832.010000001
NewYork,2015-09,5282471.86
NewYork,2015-10,5403265.46
NewYork,2015-11,7118530.48
NewYork,2015-12,4681537.23
NewYork,2016-01,7832537.7700000005
NewYork,2016-02,7036325.819999999
NewYork,2016-03,6337612.92
NewYork,2016-04,5145734.94
NewYork,2016-05,9605379.540000001
NewYork,2016-06,6064601.640000001
NewYork,2016-07,6131290.61
NewYork,2016-08,5182631.87
NewYork,2016-09,5199484.33
NewYork,2016-10,4598419.81
NewYork,2016-11,3792194.71
NewYork,2016-12,4620349.18
NewYork,2017-01,7069711.28
NewYork,2017-02,7423414.47
NewYork,2017-03,5390057.49
NewYork,2017-04,6763712.4799999995
NewYork,2017-05,6190114.26
NewYork,2017-06,5902748.890000001
NewYork,2017-07,7050664.08
NewYork,2017-08,5029360.93
NewYork,2017-09,4876032.97
NewYork,2017-10,6296145.19
NewYork,2017-11,5264982.75
NewYork,2017-12,7593728.5200000005
NewYork,2018-01,7333012.66
NewYork,2018-02,8820238.33
NewYork,2018-03,7576004.18
Northeast,2015-01,13294621.76
Northeast,2015-02,15026037.9
Northeast,2015-03,17435808.13
Northeast,2015-04,14339385.15
Northeast,2015-05,23513964.71
Northeast,2015-06,18121592.060000002
Northeast,2015-07,17415363.52
Northeast,2015-08,21397537.65
Northeast,2015-09,15570395.290000001
Northeast,2015-10,15282879.45
Northeast,2015-11,18426450.55
Northeast,2015-12,13554949.51
Northeast,2016-01,22801837.63
Northeast,2016-02,19685046.6
Northeast,2016-03,18451001.14
Northeast,2016-04,16803175.38
Northeast,2016-05,27528814.19
Northeast,2016-06,18946771.34
Northeast,2016-07,20955748.04
Northeast,2016-08,16998603.85
Northeast,2016-09,15919860.49
Northeast,2016-10,15387638.34
Northeast,2016-11,11499190.89
Northeast,2016-12,13953397.94
Northeast,2017-01,22268759.349999998
Northeast,2017-02,20688466.67
Northeast,2017-03,16873265.23
Northeast,2017-04,21632372.38
Northeast,2017-05,18853981.400000002
Northeast,2017-06,17157694.82
Northeast,2017-07,21921176.48
Northeast,2017-08,16131163.6
Northeast,2017-09,14604165.26
Northeast,2017-10,17875225.48
Northeast,2017-11,15233790.07
Northeast,2017-12,21407240.47
Northeast,2018-01,21194177.73
Northeast,2018-02,23445227.47
Northeast,2018-03,21684131.64
NorthernNewEngland,2015-01,1264517.72
NorthernNewEngland,2015-02,1357196.85
NorthernNewEngland,2015-03,1674103.45
NorthernNewEngland,2015-04,1304427.22
NorthernNewEngland,2015-05,2333952.1
NorthernNewEngland,2015-06,1876897.72
NorthernNewEngland,2015-07,2077921.38
NorthernNewEngland,2015-08,2207334.8
NorthernNewEngland,2015-09,1672221.61
NorthernNewEngland,2015-10,1326581.81
NorthernNewEngland,2015-11,1664832.79
NorthernNewEngland,2015-12,1334638.93
NorthernNewEngland,2016-01,2267936.33
NorthernNewEngland,2016-02,1868961.17
NorthernNewEngland,2016-03,1765790.27
NorthernNewEngland,2016-04,1774003.43
NorthernNewEngland,2016-05,2593816.43
NorthernNewEngland,2016-06,1960164.75
NorthernNewEngland,2016-07,2472687.45
NorthernNewEngland,2016-08,1942813.63
NorthernNewEngland,2016-09,1407435.55
NorthernNewEngland,2016-10,1484803.08
NorthernNewEngland,2016-11,1131151.25
NorthernNewEngland,2016-12,1472244.66
NorthernNewEngland,2017-01,2307366.2600000002
NorthernNewEngland,2017-02,2060734.83
NorthernNewEngland,2017-03,1640405.72
NorthernNewEngland,2017-04,2236559.43
NorthernNewEngland,2017-05,1853135.13
NorthernNewEngland,2017-06,1669848.43
NorthernNewEngland,2017-07,2377227.09
NorthernNewEngland,2017-08,1683776.42
NorthernNewEngland,2017-09,1241302.01
NorthernNewEngland,2017-10,1586279.94
NorthernNewEngland,2017-11,1640475.02
NorthernNewEngland,2017-12,2363180.9
NorthernNewEngland,2018-01,2062536.06
NorthernNewEngland,2018-02,2361201.42
NorthernNewEngland,2018-03,2212431.0700000003
Orlando,2015-01,894652.35
Orlando,2015-02,1135750.99
Orlando,2015-03,1356537.4000000001
Orlando,2015-04,1175080.45
Orlando,2015-05,1668106.29
Orlando,2015-06,1330690.19
Orlando,2015-07,1288298.37
Orlando,2015-08,1358091.98
Orlando,2015-09,1141402.8699999999
Orlando,2015-10,1067808.79
Orlando,2015-11,1276933.36
Orlando,2015-12,1026223.05
Orlando,2016-01,1725106.8900000001
Orlando,2016-02,1818379.74
Orlando,2016-03,1394108.76
Orlando,2016-04,1770674.8800000001
Orlando,2016-05,2437635.18
Orlando,2016-06,1555918.62
Orlando,2016-07,1940574.33
Orlando,2016-08,1444470.93
Orlando,2016-09,1437570.76
Orlando,2016-10,1358296.73
Orlando,2016-11,970977.86
Orlando,2016-12,1361072.1199999999
Orlando,2017-01,1983373.3199999998
Orlando,2017-02,1731856.83
Orlando,2017-03,1150490.58
Orlando,2017-04,1768677.8800000001
Orlando,2017-05,1621472.29
Orlando,2017-06,1544671.8399999999
Orlando,2017-07,1800067.07
Orlando,2017-08,1310569.98
Orlando,2017-09,1109670.8599999999
Orlando,2017-10,1615303.43
Orlando,2017-11,1265856.23
Orlando,2017-12,1909391.72
Orlando,2018-01,1745171.0599999998
Orlando,2018-02,2126266.37
Orlando,2018-03,2043501.54
Philadelphia,2015-01,1425892.3199999998
Philadelphia,2015-02,1749677.73
Philadelphia,2015-03,1883814.31
Philadelphia,2015-04,1495880.23
Philadelphia,2015-05,2379451.02
Philadelphia,2015-06,1754220.0
Philadelphia,2015-07,1589583.15
Philadelphia,2015-08,2085034.36
Philadelphia,2015-09,1602110.99
Philadelphia,2015-10,1670329.4
Philadelphia,2015-11,1911273.21
Philadelphia,2015-12,1344953.27
Philadelphia,2016-01,2298982.9
Philadelphia,2016-02,1988408.4200000002
Philadelphia,2016-03,1959460.75
Philadelphia,2016-04,1639267.9000000001
Philadelphia,2016-05,2650982.73
Philadelphia,2016-06,1816616.08
Philadelphia,2016-07,2054685.87
Philadelphia,2016-08,1686750.38
Philadelphia,2016-09,1806980.61
Philadelphia,2016-10,1636068.42
Philadelphia,2016-11,1204849.52
Philadelphia,2016-12,1365042.84
Philadelphia,2017-01,2156233.42
Philadelphia,2017-02,2107673.75
Philadelphia,2017-03,1619642.14
Philadelphia,2017-04,2029750.35
Philadelphia,2017-05,1764239.95
Philadelphia,2017-06,1660657.95
Philadelphia,2017-07,2050041.29
Philadelphia,2017-08,1600438.19
Philadelphia,2017-09,1598968.8
Philadelphia,2017-10,1993190.1199999999
Philadelphia,2017-11,1554197.61
Philadelphia,2017-12,2136211.28
Philadelphia,2018-01,2002821.03
Philadelphia,2018-02,2518451.13
Philadelphia,2018-03,2045964.76
PhoenixTucson,2015-01,4535360.44
PhoenixTucson,2015-02,5065681.319999999
PhoenixTucson,2015-03,5786423.75
PhoenixTucson,2015-04,5040995.91
PhoenixTucson,2015-05,5967457.87
PhoenixTucson,2015-06,5162830.9799999995
PhoenixTucson,2015-07,4336398.06
PhoenixTucson,2015-08,4995785.72
PhoenixTucson,2015-09,4077873.23
PhoenixTucson,2015-10,3412905.76
PhoenixTucson,2015-11,4519820.53
PhoenixTucson,2015-12,4274751.91
PhoenixTucson,2016-01,5620562.42
PhoenixTucson,2016-02,5249465.12
PhoenixTucson,2016-03,5354611.51
PhoenixTucson,2016-04,5076800.9
PhoenixTucson,2016-05,6483070.54
PhoenixTucson,2016-06,4955571.33
PhoenixTucson,2016-07,4767677.9399999995
PhoenixTucson,2016-08,5369634.5600000005
PhoenixTucson,2016-09,4087665.3699999996
PhoenixTucson,2016-10,3908162.76
PhoenixTucson,2016-11,3813740.97
PhoenixTucson,2016-12,4596723.81
PhoenixTucson,2017-01,6817761.87
PhoenixTucson,2017-02,6185633.36
PhoenixTucson,2017-03,5364524.17
PhoenixTucson,2017-04,6186183.49
PhoenixTucson,2017-05,5226983.94
PhoenixTucson,2017-06,5210936.03
PhoenixTucson,2017-07,5602756.359999999
PhoenixTucson,2017-08,3452780.73
PhoenixTucson,2017-09,2919876.11
PhoenixTucson,2017-10,3888708.7
PhoenixTucson,2017-11,4859879.78
PhoenixTucson,2017-12,5454509.72
PhoenixTucson,2018-01,5343371.29
PhoenixTucson,2018-02,6329168.02
PhoenixTucson,2018-03,6340266.22
Pittsburgh,2015-01,275528.15
Pittsburgh,2015-02,316310.55
Pittsburgh,2015-03,445522.63
Pittsburgh,2015-04,312736.36
Pittsburgh,2015-05,651723.1900000001
Pittsburgh,2015-06,383520.08999999997
Pittsburgh,2015-07,331291.72000000003
Pittsburgh,2015-08,475085.93
Pittsburgh,2015-09,361898.59
Pittsburgh,2015-10,319434.48
Pittsburgh,2015-11,394067.23
Pittsburgh,2015-12,272880.67
Pittsburgh,2016-01,487316.31
Pittsburgh,2016-02,378640.08
Pittsburgh,2016-03,377437.14999999997
Pittsburgh,2016-04,412700.91
Pittsburgh,2016-05,726925.28
Pittsburgh,2016-06,452892.61
Pittsburgh,2016-07,576365.74
Pittsburgh,2016-08,391707.44
Pittsburgh,2016-09,458341.3
Pittsburgh,2016-10,493105.1
Pittsburgh,2016-11,361749.05
Pittsburgh,2016-12,399016.87
Pittsburgh,2017-01,772899.91
Pittsburgh,2017-02,482374.23
Pittsburgh,2017-03,547730.21
Pittsburgh,2017-04,734746.07
Pittsburgh,2017-05,705157.73
Pittsburgh,2017-06,498323.73
Pittsburgh,2017-07,603198.95
Pittsburgh,2017-08,459565.87
Pittsburgh,2017-09,452143.86
Pittsburgh,2017-10,542617.8
Pittsburgh,2017-11,429657.26
Pittsburgh,2017-12,620213.04
Pittsburgh,2018-01,579561.06
Pittsburgh,2018-02,678401.4
Pittsburgh,2018-03,643557.26
Plains,2015-01,6404105.29
Plains,2015-02,7568540.569999999
Plains,2015-03,8224230.74
Plains,2015-04,7544485.87
Plains,2015-05,10438708.26
Plains,2015-06,7883558.24
Plains,2015-07,7474430.2700000005
Plains,2015-08,8305417.44
Plains,2015-09,6289570.58
Plains,2015-10,5771783.58
Plains,2015-11,6461220.3100000005
Plains,2015-12,5272739.58
Plains,2016-01,8679004.969999999
Plains,2016-02,8127158.2
Plains,2016-03,7680801.82
Plains,2016-04,8053655.9
Plains,2016-05,11612044.0
Plains,2016-06,9312374.52
Plains,2016-07,9932715.549999999
Plains,2016-08,7452534.24
Plains,2016-09,6880310.6899999995
Plains,2016-10,6399581.72
Plains,2016-11,4918926.65
Plains,2016-12,6192525.75
Plains,2017-01,10481281.53
Plains,2017-02,10009348.12
Plains,2017-03,6897957.11
Plains,2017-04,10107635.85
Plains,2017-05,8623615.6
Plains,2017-06,8575044.65
Plains,2017-07,10047695.92
Plains,2017-08,7134998.84
Plains,2017-09,6034194.83
Plains,2017-10,7062736.59
Plains,2017-11,6211966.69
Plains,2017-12,9093555.68
Plains,2018-01,9128242.38
Plains,2018-02,9719472.9
Plains,2018-03,9180357.68
Portland,2015-01,2141317.81
Portland,2015-02,2234583.8200000003
Portland,2015-03,2477870.15
Portland,2015-04,2208277.9
Portland,2015-05,3161393.54
Portland,2015-06,2378966.84
Portland,2015-07,2152560.14
Portland,2015-08,2522282.9299999997
Portland,2015-09,2124203.0100000002
Portland,2015-10,2093483.84
Portland,2015-11,2309206.77
Portland,2015-12,2139308.6
Portland,2016-01,3694989.25
Portland,2016-02,3184356.98
Portland,2016-03,3078561.02
Portland,2016-04,3294446.28
Portland,2016-05,4434488.44
Portland,2016-06,3054260.24
Portland,2016-07,3373794.35
Portland,2016-08,2677992.27
Portland,2016-09,2704217.3200000003
Portland,2016-10,3178050.56
Portland,2016-11,1917350.46
Portland,2016-12,2719004.71
Portland,2017-01,4322157.04
Portland,2017-02,3778714.06
Portland,2017-03,3162702.78
Portland,2017-04,4075698.7800000003
Portland,2017-05,3482277.16
Portland,2017-06,3141610.44
Portland,2017-07,3775003.9400000004
Portland,2017-08,2321310.86
Portland,2017-09,1592104.3699999999
Portland,2017-10,2387588.63
Portland,2017-11,2050377.34
Portland,2017-12,2809908.51
Portland,2018-01,2505239.85
Portland,2018-02,3086170.4
Portland,2018-03,2806380.21
RaleighGreensboro,2015-01,878744.88
RaleighGreensboro,2015-02,1074581.6900000002
RaleighGreensboro,2015-03,1177425.05
RaleighGreensboro,2015-04,1062855.74
RaleighGreensboro,2015-05,1457551.82
RaleighGreensboro,2015-06,1092262.21
RaleighGreensboro,2015-07,1027545.47
RaleighGreensboro,2015-08,1282968.1
RaleighGreensboro,2015-09,1002492.61
RaleighGreensboro,2015-10,850663.79
RaleighGreensboro,2015-11,1079154.07
RaleighGreensboro,2015-12,831088.86
RaleighGreensboro,2016-01,1370254.79
RaleighGreensboro,2016-02,1249627.3
RaleighGreensboro,2016-03,1171444.86
RaleighGreensboro,2016-04,1157933.55
RaleighGreensboro,2016-05,1559287.92
RaleighGreensboro,2016-06,1255978.59
RaleighGreensboro,2016-07,1505692.09
RaleighGreensboro,2016-08,1193850.09
RaleighGreensboro,2016-09,1124558.75
RaleighGreensboro,2016-10,1281145.8699999999
RaleighGreensboro,2016-11,831647.82
RaleighGreensboro,2016-12,866432.66
RaleighGreensboro,2017-01,1541879.28
RaleighGreensboro,2017-02,1401758.26
RaleighGreensboro,2017-03,1173507.36
RaleighGreensboro,2017-04,1531664.25
RaleighGreensboro,2017-05,1355815.1500000001
RaleighGreensboro,2017-06,1211336.34
RaleighGreensboro,2017-07,1520173.13
RaleighGreensboro,2017-08,1205274.1
RaleighGreensboro,2017-09,1114275.8
RaleighGreensboro,2017-10,1289389.72
RaleighGreensboro,2017-11,1041412.61
RaleighGreensboro,2017-12,1642161.8
RaleighGreensboro,2018-01,1508415.9
RaleighGreensboro,2018-02,1593536.9700000002
RaleighGreensboro,2018-03,1686942.41
RichmondNorfolk,2015-01,764750.53
RichmondNorfolk,2015-02,970672.92
RichmondNorfolk,2015-03,1026290.27
RichmondNorfolk,2015-04,931404.3099999999
RichmondNorfolk,2015-05,1427222.25
RichmondNorfolk,2015-06,1068124.46
RichmondNorfolk,2015-07,995769.9199999999
RichmondNorfolk,2015-08,1149826.32
RichmondNorfolk,2015-09,898462.9
RichmondNorfolk,2015-10,809663.02
RichmondNorfolk,2015-11,922561.42
RichmondNorfolk,2015-12,686330.4
RichmondNorfolk,2016-01,1272925.02
RichmondNorfolk,2016-02,1112691.59
RichmondNorfolk,2016-03,1027499.84
RichmondNorfolk,2016-04,971575.36
RichmondNorfolk,2016-05,1463124.06
RichmondNorfolk,2016-06,1125643.1400000001
RichmondNorfolk,2016-07,1427066.78
RichmondNorfolk,2016-08,1039567.19
RichmondNorfolk,2016-09,995244.48
RichmondNorfolk,2016-10,1043390.04
RichmondNorfolk,2016-11,714647.32
RichmondNorfolk,2016-12,744650.9
RichmondNorfolk,2017-01,1358638.76
RichmondNorfolk,2017-02,1197443.43
RichmondNorfolk,2017-03,1049097.75
RichmondNorfolk,2017-04,1407529.59
RichmondNorfolk,2017-05,1223915.41
RichmondNorfolk,2017-06,1053588.39
RichmondNorfolk,2017-07,1345084.7
RichmondNorfolk,2017-08,936292.21
RichmondNorfolk,2017-09,862849.22
RichmondNorfolk,2017-10,1068755.05
RichmondNorfolk,2017-11,843984.09
RichmondNorfolk,2017-12,1299745.35
RichmondNorfolk,2018-01,1271346.78
RichmondNorfolk,2018-02,1343789.16
RichmondNorfolk,2018-03,1379687.1199999999
Roanoke,2015-01,478202.49
Roanoke,2015-02,597972.0
Roanoke,2015-03,616539.89
Roanoke,2015-04,576528.4099999999
Roanoke,2015-05,805092.55
Roanoke,2015-06,594382.8099999999
Roanoke,2015-07,550744.17
Roanoke,2015-08,617604.51
Roanoke,2015-09,537210.38
Roanoke,2015-10,484445.25
Roanoke,2015-11,519767.11
Roanoke,2015-12,400323.0
Roanoke,2016-01,748860.46
Roanoke,2016-02,630891.07
Roanoke,2016-03,607645.6799999999
Roanoke,2016-04,598428.2
Roanoke,2016-05,881601.05
Roanoke,2016-06,644128.92
Roanoke,2016-07,801873.78
Roanoke,2016-08,632086.74
Roanoke,2016-09,648030.65
Roanoke,2016-10,632326.97
Roanoke,2016-11,423048.16000000003
Roanoke,2016-12,437894.85
Roanoke,2017-01,783879.32
Roanoke,2017-02,712310.22
Roanoke,2017-03,629386.96
Roanoke,2017-04,833868.91
Roanoke,2017-05,757272.49
Roanoke,2017-06,639921.48
Roanoke,2017-07,777439.49
Roanoke,2017-08,511672.42
Roanoke,2017-09,488603.09
Roanoke,2017-10,620315.27
Roanoke,2017-11,537662.33
Roanoke,2017-12,793279.83
Roanoke,2018-01,763115.56
Roanoke,2018-02,860315.4199999999
Roanoke,2018-03,867338.9199999999
Sacramento,2015-01,1650458.85
Sacramento,2015-02,2028695.4
Sacramento,2015-03,2146573.44
Sacramento,2015-04,1605500.61
Sacramento,2015-05,2407616.31
Sacramento,2015-06,1752457.3599999999
Sacramento,2015-07,1804035.98
Sacramento,2015-08,2041120.4100000001
Sacramento,2015-09,1579561.21
Sacramento,2015-10,1425446.22
Sacramento,2015-11,2032169.73
Sacramento,2015-12,1506902.36
