Date,AveragePrice,Total Volume,4046,4225,4770,Total Bags,Small Bags,Large Bags,XLarge Bags,type,year,region
10,26,1.9855699185070377,1.5114086262603896,1.9464854906626339,1.240958767485549,2.502610996984511,1.610273239821543,5.188676820925462,0.04347703325493415,0,-0.15735345723199523,52
139,26,0.005023591862522908,0.1511006342378045,-0.18701064941091075,-0.06365786748938358,0.05904725204729166,-0.06980102309120403,0.4643493447488542,-0.16766661675892638,0,-0.15735345723199523,53
100,29,-0.017331714759250733,0.07534949386323338,-0.1896716854580599,-0.09734260728025043,0.08484558230323193,-0.05356826962799333,0.5178713095421351,-0.1522176190347644,0,-0.15735345723199523,53
61,32,-0.021482916301038324,0.012402743683546248,-0.18838306638601604,-0.09498324241849665,0.14921656198867128,-0.019910280792711847,0.6757233493813581,-0.16013061680808852,0,-0.15735345723199523,53
22,38,-0.04386120283657826,0.047694536983095955,-0.18999299934027453,-0.11139503799763541,0.029341438608903533,-0.10232685235653816,0.44400791728539263,-0.17130885659116216,0,-0.15735345723199523,53
149,33,-0.051096568835573446,0.09710317883249019,-0.20757379109752813,-0.12129405971152363,-0.03682472703818561,-0.10414343794868851,0.18191036569288974,-0.1689066965528316,0,-0.15735345723199523,53
110,52,-0.05229337757027316,0.09015116550617015,-0.2113421636965996,-0.10438292076060246,-0.029340540346370934,-0.09698027747017579,0.19074065080932598,-0.1755796145322505,0,-0.15735345723199523,53
71,49,-0.04627934360356928,0.1081067847776763,-0.21210811307277913,-0.08043863371129485,-0.032985464248126026,-0.09091790251242256,0.15746390889982723,-0.1755796145322505,0,-0.15735345723199523,53
32,52,-0.059943913818269204,0.0759876670541896,-0.20585267850716618,-0.04764947360921548,-0.05084804316382463,-0.1013494321167589,0.11715890391559047,-0.1755796145322505,0,-0.15735345723199523,53
164,64,-0.10892381918364659,-0.049260165773061776,-0.19900796778557464,-0.0481095469655502,-0.07002142094771618,-0.14083099932353557,0.16040550636532916,-0.1755796145322505,0,-0.15735345723199523,53
126,53,-0.06667377962749493,0.026134938058126826,-0.18849510974678935,-0.04980457855649623,-0.03142862378937121,-0.12068130102480473,0.2510267362353108,-0.12368956641955099,0,-0.15735345723199523,53
87,40,0.015080975825129862,0.15633764506126246,-0.18504190529670497,-0.08635900729611926,0.08761814097925458,0.030165569736187572,0.27467084601403813,-0.1755796145322505,0,-0.15735345723199523,53
48,58,-0.034114817953901776,0.11038663767157728,-0.19424389504815393,-0.1032129162482245,-0.012642088483185192,-0.03841078430422908,0.07910796362524825,-0.1755796145322505,0,-0.15735345723199523,53
9,67,-0.071120057045357,0.026667826823282753,-0.1940608352484234,-0.06949653710841877,-0.03874075881381917,-0.0679789694887723,0.06403835857216063,-0.1755796145322505,0,-0.15735345723199523,53
137,60,-0.07297650744785135,0.03241853994985901,-0.19387656291213717,-0.07608226759004603,-0.0521249751903742,-0.08673470042136366,0.06657984828212328,-0.16568836731559536,0,-0.15735345723199523,53
98,48,-0.029162866607002864,0.14119868853870643,-0.1738819762944678,-0.09249657570571819,-0.06085025995114336,-0.1038388778172083,0.08433859063614293,-0.1755796145322505,0,-0.15735345723199523,53
59,26,0.04673450109804802,0.31338357218784535,-0.14767693523437495,-0.09860148114038317,-0.04725822892803711,-0.09527171188505429,0.11267204856992065,-0.16992747326559043,0,-0.15735345723199523,53
20,41,0.0035892033666357556,0.21912704569814073,-0.17272632929635037,-0.08860009682698683,-0.04795082611919012,-0.09336519896695311,0.10313926916863322,-0.15749276247893826,0,-0.15735345723199523,53
155,46,-0.017785229264563766,0.14162649051364132,-0.16722304112228978,-0.09869304913848863,-0.029012488272212752,-0.06383305172272014,0.09039792151895004,-0.17162311564558844,0,-0.15735345723199523,53
116,45,-0.01234458121070609,0.15136442239819678,-0.1723410416532554,-0.09954973103946305,-0.016109069509491297,-0.05287801374188744,0.10934108284605717,-0.1755796145322505,0,-0.15735345723199523,53
77,46,-0.014958132323035429,0.12401614850458106,-0.170671171189939,-0.07007451356800513,0.004566373679694737,-0.03100577158665403,0.12602538359694235,-0.1755796145322505,0,-0.15735345723199523,53
38,48,-0.009878389953664937,0.16371284359538515,-0.17765940969752742,-0.06889269082822942,-0.020158874545024883,-0.04006371824553215,0.05377660505710309,-0.1755796145322505,0,-0.15735345723199523,53
167,59,-0.041234296965895825,0.08774982206896695,-0.18194449727526849,-0.06883574000013946,-0.027300134115767972,-0.050539729041348506,0.04683802908093288,-0.03615994154992635,0,-0.15735345723199523,53
130,56,-0.015245650540978607,0.1103320507245769,-0.17390158450548152,-0.05339973916503911,0.023238400529988944,-0.017029671327355417,0.11334400497157575,0.4506776378136862,0,-0.15735345723199523,53
91,48,-0.013844011896993774,0.12394551354854218,-0.17412094565647884,-0.05963594789780045,0.011632781446542215,-0.004406327327296286,0.06008634658211796,0.005743903372838148,0,-0.15735345723199523,53
52,40,0.037183002447253255,0.22017716258514947,-0.15984346889891773,-0.054636465480914644,0.0489086654536071,0.006626978251681404,0.1370641930203861,0.5568276768721957,0,-0.15735345723199523,53
13,39,0.050869058418019975,0.22809052280168357,-0.15696876896157405,-0.024449920999783853,0.07988446517407602,0.04085846487117858,0.15115937316161232,0.6454566432181859,0,-0.15735345723199523,53
143,33,0.05160102484717306,0.20981878937381188,-0.16101000381090172,0.0026764470405969956,0.10786181235680638,0.0828230850310904,0.16737568597632377,0.21156041024287153,0,-0.15735345723199523,53
104,32,0.05719037923564118,0.26886884579625864,-0.15284075469806507,0.023578145404888385,0.039443004891558144,-0.01932517688863428,0.1651964288486478,0.7357806867300472,0,-0.15735345723199523,53
65,35,0.019202456369576525,0.20490148176883935,-0.16670277988944704,0.31262193017253354,-0.02610403635915284,-0.0956118408873353,0.13695089542420638,0.6888210014442553,0,-0.15735345723199523,53
26,28,0.05204895942634853,0.26318046693139097,-0.1411578321032124,0.1697694322013256,-0.0014580405997879082,-0.10129800869653934,0.2750984173692302,0.39754750990708143,0,-0.15735345723199523,53
158,30,0.039146316977462466,0.20836322704859772,-0.1334671445927654,0.13663233231782726,0.017892053147026035,-0.1007547859986609,0.36858500247284176,0.1641768143620801,0,-0.15735345723199523,53
120,33,0.0020843809717501502,0.1617424089644233,-0.15276977978433234,0.25684380524528333,-0.041622695220622376,-0.11390438578234306,0.1588987795055697,0.29260589865138376,0,-0.15735345723199523,53
81,23,0.01464423874173745,0.22778224291968108,-0.13158691564712546,-0.020610206835325193,-0.07797685358724823,-0.11375653507297057,0.029573836472900458,0.043158252487494525,0,-0.15735345723199523,53
42,27,0.05857806661645487,0.2610989848211367,-0.09265602106347283,0.09663284376330376,-0.027172656890276817,-0.07667334707188386,0.11978270244361716,0.06727424362995309,0,-0.15735345723199523,53
3,26,0.02188007383675458,0.1552270912141063,-0.12176889919006846,0.09089690897141124,0.016285649478105693,-0.01197117212971329,0.08625743545248386,0.22327334258977125,0,-0.15735345723199523,53
128,30,0.00250451147683489,0.14420296279036654,-0.1162514010841805,0.09255797479070232,-0.044339627102257126,-0.11376495152016836,0.17211057451826117,-0.046899009956580494,0,-0.15735345723199523,53
89,26,0.0271304310623529,0.19427594478141522,-0.1170496321698942,0.2689878248802022,-0.04058167515146049,-0.12024462411549693,0.215878862390062,-0.16766661675892638,0,-0.15735345723199523,53
50,30,0.013641873203787618,0.21720555354203472,-0.13807598773592228,0.09399514568779645,-0.07248596374092417,-0.11364732228918917,0.06730025539241963,-0.1755796145322505,0,-0.15735345723199523,53
11,26,-0.021546863934054312,0.20516123816341414,-0.17836183378525128,0.05762915718817707,-0.12711039087413345,-0.1329810942792447,-0.09438820337562082,-0.1755796145322505,0,-0.15735345723199523,53
146,24,0.02489005162678822,0.2729354745299972,-0.1515417875400733,0.06731293827237224,-0.08523113106725994,-0.11131736022194615,0.008651123477085453,-0.1755796145322505,0,-0.15735345723199523,53
107,23,0.02366708354972905,0.22108193826714706,-0.12211616633760194,0.44832291165756016,-0.10044675267443187,-0.1275897433577107,-0.003088991508239385,-0.1755796145322505,0,-0.15735345723199523,53
68,25,0.010295191609213664,0.21371006001075654,-0.131663928328502,0.12689867273059904,-0.09113553099414048,-0.12615912155990575,0.03017639604737307,-0.1755796145322505,0,-0.15735345723199523,53
29,30,-0.010432823808093756,0.20178756720321137,-0.15472173109774617,0.14963154494318218,-0.12275241785919103,-0.1241299536660815,-0.10384244507999058,-0.1755796145322505,0,-0.15735345723199523,53
152,26,-0.007694189110209629,0.18960452745877435,-0.15199492740001785,0.28850679063895596,-0.11599757489568968,-0.13102542287655522,-0.05551401094284942,-0.17463740258309826,0,-0.15735345723199523,53
113,23,-0.0028178375098594183,0.18892894580536984,-0.1280718220024312,0.046158032059661236,-0.10085648061967908,-0.1259894792213237,-0.0157747151210138,-0.0909857118365291,0,-0.15735345723199523,53
74,23,0.032547942837103626,0.2598720552394704,-0.1192972763019999,0.06932212998689959,-0.08124654505132226,-0.12402301921991732,0.00986751499902251,0.5656048870451922,0,-0.15735345723199523,53
35,21,0.10077915802967491,0.3659847796580025,-0.08090858487982118,0.4846080337035681,-0.0705440654045025,-0.10961612552315773,-0.05274031034925499,1.417885051289472,0,-0.15735345723199523,53
165,32,-0.017898646258313552,0.17346179563984188,-0.17136195990975514,0.1460002782540855,-0.091851997210811,-0.11817234203276303,-0.1534033799848353,1.979016636318571,0,-0.15735345723199523,53
127,65,-0.1604890575086753,-0.19549165582553343,-0.16276848910332278,-0.06332825991896739,-0.10561397082851097,-0.1176163472422421,-0.12102736216305496,0.7420138681189199,0,-0.15735345723199523,53
88,36,-0.0398751144075513,0.11673695342945514,-0.1453849587725822,0.03532778986097495,-0.11570672564847452,-0.12381287607969246,-0.1058793013939442,0.2318770320258812,0,-0.15735345723199523,53
49,27,-0.020155863924542435,0.15334798793704676,-0.1181944743045941,-0.06109964001385808,-0.11630431316711298,-0.13339564450969338,-0.05490165465148573,-0.10021791938149169,0,-0.15735345723199523,53
10,29,-0.025737588263517807,0.09969613391652832,-0.09690620253749067,0.11540474865946547,-0.11225789481574375,-0.11790511983423349,-0.08961129962525925,-0.04934864798155098,0,-0.15735345723199523,53
168,100,-0.21344725909693732,-0.22956220354267726,-0.16113368253958277,-0.21235108233161684,-0.23311668770888452,-0.2367296069333704,-0.20560450959660387,-0.1755796145322505,0,0.9065751241036157,0
132,98,-0.22400925428339563,-0.22941278313930952,-0.19646608421763492,-0.21236215610374543,-0.22715434911938412,-0.2349790395241759,-0.18685568397987598,-0.1755796145322505,0,0.9065751241036157,0
93,96,-0.22585133355282264,-0.2295967897690533,-0.20292799880960213,-0.2118026979689792,-0.22554027978211577,-0.23223035920884325,-0.18873767838414543,-0.1755796145322505,0,0.9065751241036157,0
54,82,-0.2195828294724869,-0.22908997308951756,-0.18271680831584294,-0.2115683806730142,-0.22894151452063274,-0.23443621888587698,-0.19574060936248722,-0.1755796145322505,0,0.9065751241036157,0
15,92,-0.20578663728446953,-0.22865363325755725,-0.14002602058396377,-0.21127394861406537,-0.23334477176155702,-0.2347139214374458,-0.2126915939631356,-0.1755796145322505,0,0.9065751241036157,0
145,103,-0.22808114964093024,-0.22972798026658717,-0.2043693559624392,-0.21196256973802916,-0.23140300524218366,-0.23739699903138808,-0.19663153673331457,-0.1755796145322505,0,0.9065751241036157,0
106,118,-0.21815021311712707,-0.22950504733314608,-0.17819185443124144,-0.2121393778644523,-0.22885386632327787,-0.2340773271032187,-0.19648397112323965,-0.1755796145322505,0,0.9065751241036157,0
67,79,-0.21342653200233813,-0.2280710035698052,-0.16477754590548302,-0.21055741041750844,-0.23070437488612713,-0.2334474337619835,-0.20589127876551613,-0.1755796145322505,0,0.9065751241036157,0
28,115,-0.2257356869051414,-0.22967235770915131,-0.19902646312057148,-0.2122242457651354,-0.22975591066442652,-0.23093935930101672,-0.20972810759880592,-0.1755796145322505,0,0.9065751241036157,0
159,120,-0.22621193808924636,-0.22929574334925296,-0.1973021863081019,-0.21200035084293853,-0.23403626371745875,-0.2374078412380489,-0.20724752969344643,-0.1755796145322505,0,0.9065751241036157,0
121,109,-0.22613321682719362,-0.22866406841614387,-0.19750581770405476,-0.2122093566597524,-0.23429942124475533,-0.23733985296315344,-0.2085192993096088,-0.1755796145322505,0,0.9065751241036157,0
82,118,-0.22501236690019522,-0.22896087752912422,-0.19251027506016954,-0.2119583821771402,-0.2361203115308261,-0.23897438597770088,-0.21088104590841075,-0.1755796145322505,0,0.9065751241036157,0
43,131,-0.23028427648191283,-0.2287265054483537,-0.20705375410089774,-0.21214282097007212,-0.23710519781695275,-0.24129804911153152,-0.2077554833156821,-0.1755796145322505,0,0.9065751241036157,0
4,122,-0.2256985733019732,-0.2281484609060412,-0.19744274088802383,-0.21181507453782883,-0.2335587311105142,-0.2373827125143294,-0.20539394166911637,-0.1755796145322505,0,0.9065751241036157,0
131,117,-0.22647040131037366,-0.22965238861021967,-0.1985997083882807,-0.21184327078114787,-0.23291683278409678,-0.2369515840272189,-0.20411766310375726,-0.1755796145322505,0,0.9065751241036157,0
92,94,-0.2231202304521797,-0.22848429909322007,-0.18953767525352072,-0.21222694441548606,-0.23370588963529573,-0.23708770799885562,-0.2069457580208432,-0.1748261841014047,0,0.9065751241036157,0
53,131,-0.21746310906246757,-0.2289727356638817,-0.17274448412450621,-0.21126501515083557,-0.23387765738901994,-0.23806661585907907,-0.20767940504559904,-0.13300033872812014,0,0.9065751241036157,0
14,129,-0.22480308347435607,-0.22788966897309343,-0.19587908364395948,-0.2114082297332383,-0.23270833877275812,-0.23799179257133188,-0.20778585723708917,-0.0695075750232208,0,0.9065751241036157,0
147,114,-0.22446315680640577,-0.22993099153363564,-0.19543659085157933,-0.21187453790245217,-0.22938917535647513,-0.23158463812216126,-0.20752901109466435,-0.15824619290978403,0,0.9065751241036157,0
108,114,-0.22470964360070125,-0.23040728537430555,-0.19610406731035546,-0.2113284799625306,-0.22888595870465547,-0.23265236094349886,-0.20569956644376047,-0.11039177366147983,0,0.9065751241036157,0
69,105,-0.2077845201375797,-0.2300961674453845,-0.14662509299248797,-0.21080242925796747,-0.23048501103818916,-0.23305077518282313,-0.20989313513940638,-0.12489912465061626,0,0.9065751241036157,0
30,106,-0.2194054300978676,-0.22969326755344038,-0.18158606814738668,-0.20941225209973838,-0.22916198360382198,-0.23624548699368023,-0.19467797300815876,-0.12621776920812805,0,0.9065751241036157,0
162,114,-0.22210945303803395,-0.2301210300012594,-0.18426146361717144,-0.20954662627581996,-0.23480097497381167,-0.23673543679727332,-0.214813915359591,-0.14223198105895604,0,0.9065751241036157,0
124,102,-0.22187297941684883,-0.23012916468170305,-0.18488797959449077,-0.20378677585840602,-0.23382516378447268,-0.23982101623626492,-0.2026615184558957,-0.1252755572589758,0,0.9065751241036157,0
85,92,-0.21664777095020468,-0.22968388381613558,-0.17311609335864753,-0.18884648917565094,-0.23209951638569423,-0.2375429064527929,-0.20310409231477874,-0.11905820186564972,0,0.9065751241036157,0
46,105,-0.2169750378168714,-0.2293434130509781,-0.17708477533571107,-0.20793776538227807,-0.22675653540734977,-0.23316967760247076,-0.20137753368645486,-0.029471762789087478,0,0.9065751241036157,0
7,109,-0.21785802131289117,-0.22941534449641718,-0.17871321193001127,-0.2056422375598539,-0.22801817665629512,-0.23539967425626115,-0.19574265888484937,-0.08344971188569122,0,0.9065751241036157,0
136,106,-0.2204580381362911,-0.22987686310117925,-0.1834351780897787,-0.21133117861288128,-0.23014573423537854,-0.23789643744105768,-0.19455496067598244,-0.11312345353565663,0,0.9065751241036157,0
97,111,-0.21820629036133046,-0.22969556012616013,-0.17689757131857442,-0.20581085667831636,-0.23107667692942654,-0.23898363334802963,-0.19528004069726448,-0.10916695464899458,0,0.9065751241036157,0
58,118,-0.21969178426271932,-0.23006250615351953,-0.18139687922451844,-0.20914592322719994,-0.2299511215732045,-0.24055259044515867,-0.1889781693381203,-0.06715289297153022,0,0.9065751241036157,0
19,123,-0.2217495202934441,-0.2301153143803063,-0.1848549172107358,-0.21160830208682238,-0.23259871768742682,-0.2403787532849637,-0.19673552949797016,-0.11510170297898767,0,0.9065751241036157,0
153,133,-0.2110280295638707,-0.22978122329164835,-0.1565205373831666,-0.21155553881962136,-0.2300832529544784,-0.23594589899899995,-0.19802053902859204,-0.14411583974313383,0,0.9065751241036157,0
114,91,-0.21728619326214252,-0.22981176194136052,-0.17302486244039872,-0.20943132876601037,-0.2320394686503014,-0.23702233311122697,-0.20140659591355017,-0.16107226354311407,0,0.9065751241036157,0
75,130,-0.21830146183635024,-0.22941819835418212,-0.17829692985934195,-0.21071197794276572,-0.2295231521764254,-0.23650060719886642,-0.19177789886571406,-0.1755796145322505,0,0.9065751241036157,0
36,100,-0.20948633969644573,-0.22968012874012902,-0.17221565208532458,-0.2114128825786705,-0.2056674604603319,-0.23131007163531264,-0.11121572474917318,-0.1755796145322505,0,0.9065751241036157,0
161,66,-0.21014274691821253,-0.22960140653618558,-0.16253226040612945,-0.21177747954673673,-0.21984987976328418,-0.23004150665202291,-0.17242868616821744,-0.1755796145322505,0,0.9065751241036157,0
123,87,-0.22045107119166893,-0.22812752734548264,-0.19404050449850324,-0.21175365697812393,-0.2193708363301705,-0.23313917468237177,-0.16101780645514868,-0.1755796145322505,0,0.9065751241036157,0
84,115,-0.22011518975299427,-0.22818643855895793,-0.1853659764538271,-0.21103870074901396,-0.2287878969604839,-0.2345544646082114,-0.19475794537072993,-0.1755796145322505,0,0.9065751241036157,0
45,107,-0.2157864585321369,-0.2287041251953547,-0.17222894846221273,-0.21212746658014592,-0.22888647583307578,-0.23463269200039844,-0.19491719325826912,-0.1755796145322505,0,0.9065751241036157,0
6,115,-0.21949723971806348,-0.22805376974729097,-0.18864012413582368,-0.2116344510781513,-0.2227317958905415,-0.23569033652827626,-0.16680180450382434,-0.1755796145322505,0,0.9065751241036157,0
141,69,-0.21071456338634337,-0.22911824288277946,-0.16136731175772176,-0.21188654224366724,-0.22388236606662407,-0.2344570053661377,-0.17522521844092626,-0.1755796145322505,0,0.9065751241036157,0
102,113,-0.21945279142215712,-0.22979125527365318,-0.185303339805176,-0.21123142160681516,-0.22446544357017523,-0.23305037312324361,-0.18188456749047693,-0.1755796145322505,0,0.9065751241036157,0
63,107,-0.2186018512383523,-0.23001747686313373,-0.18934832853479935,-0.21170833826361443,-0.216204966001302,-0.22944817392855132,-0.1595087021494491,-0.1755796145322505,0,0.9065751241036157,0
24,71,-0.2152310314682295,-0.22916648968039616,-0.16973026773785335,-0.21200109529820768,-0.2294129328444902,-0.2263828582923671,-0.22227782490762793,-0.1755796145322505,0,0.9065751241036157,0
140,93,-0.22072789865335896,-0.2291135075342996,-0.183703281549306,-0.2118769573820769,-0.23168301507211836,-0.22955496095286965,-0.22175273727844466,-0.1755796145322505,0,0.9065751241036157,0
101,120,-0.21867083151881359,-0.22949906292780511,-0.1772820035420445,-0.2113718444819586,-0.23188010183889152,-0.22972426824180206,-0.22203163628148626,-0.1755796145322505,0,0.9065751241036157,0
62,95,-0.21816673572145553,-0.22862483380094287,-0.17779782988090953,-0.2109054432558361,-0.23065725536124188,-0.2285625304887886,-0.22064144526323876,-0.1755796145322505,0,0.9065751241036157,0
23,102,-0.1931676415635184,-0.22715587178345273,-0.10765376114520735,-0.19282057751619122,-0.23261224414453827,-0.2307116595591532,-0.22197138032403899,-0.1755796145322505,0,0.9065751241036157,0
156,84,-0.21868544878250973,-0.2285962240744846,-0.1800861105977209,-0.2080303570063786,-0.23002981635104708,-0.22756685674409954,-0.22116817251031173,-0.1753331811730241,0,0.9065751241036157,0
117,112,-0.2090560512355278,-0.2283785719637222,-0.1527974521939459,-0.19214414684725978,-0.2316377308461365,-0.22935421260481936,-0.22221982342477903,-0.17508109567253108,0,0.9065751241036157,0
78,108,-0.22068296678315838,-0.2290049107361904,-0.18536677373813767,-0.20689068904621852,-0.23017729934856293,-0.22732444162162588,-0.22248794194019575,-0.1755796145322505,0,0.9065751241036157,0
39,108,-0.2197558013914423,-0.22898291784892683,-0.18230681316416444,-0.21200993570452883,-0.23013698361132517,-0.22728162227640783,-0.22245592840089892,-0.1755796145322505,0,0.9065751241036157,0
0,100,-0.20868859558066016,-0.22780477263365287,-0.14793540484181592,-0.21067503435003415,-0.2350039529486671,-0.23363390899496111,-0.22270215801748783,-0.1755796145322505,0,0.9065751241036157,0
168,48,-0.058287040607876026,0.03798795800683935,-0.21039693331612003,-0.2035950786265999,0.026234105189258807,-0.010995882805705456,0.14159814638993823,-0.02639756315415107,0,0.9065751241036157,1
132,64,-0.1175236523103693,-0.06371344541682304,-0.2195188541296685,-0.2021863831435507,-0.039766559083787456,-0.06984491459530073,0.048405380812164785,0.06149605961304646,0,0.9065751241036157,1
93,53,-0.10607285625808827,-0.04891482526723055,-0.21732038416842767,-0.20401606808130426,-0.0211350811855088,-0.03849929101966563,0.03278424929142218,-0.0065116345356609215,0,0.9065751241036157,1
54,52,-0.08890375363743053,-0.0147537367385016,-0.21320768440771806,-0.2004220241556651,-0.010242774849346032,-0.031777833195204636,0.0542286886997465,0.021484551586359788,0,0.9065751241036157,1
15,60,-0.10010596354593519,-0.023084961813043786,-0.2181715100851224,-0.19960461227013834,-0.032811496163672293,-0.059791200377831644,0.05042608688990468,-0.0027371345977853095,0,0.9065751241036157,1
145,65,-0.12695447166603752,-0.06477025819725821,-0.22206159311723314,-0.20413648372108925,-0.06811818556554187,-0.09254565412206218,0.005074256060210992,0.035980033078836224,0,0.9065751241036157,1
106,66,-0.11492534392309867,-0.042016078682241255,-0.21924119986850382,-0.20221951140302788,-0.05883319547786469,-0.08551631247359699,0.029139747636596713,-0.0747454143350347,0,0.9065751241036157,1
67,64,-0.09626169268956679,-0.032501111352819585,-0.2187844223988922,-0.19953016674322333,-0.006533260593917779,-0.03658298124981036,0.08524337277813843,0.0032541351448743734,0,0.9065751241036157,1
28,61,-0.08196767090043507,-0.013643807419775993,-0.21814018345575192,-0.20207322594263988,0.01882390842063926,0.010028884765846933,0.051090460058819794,-0.07815195987645074,0,0.9065751241036157,1
159,81,-0.10329462927682126,-0.028475148115876033,-0.21495105451841745,-0.2024539217559015,-0.04068612495258875,-0.06773130078779303,0.048687354098749656,-0.08279010699987199,0,0.9065751241036157,1
121,102,-0.12875095016908455,-0.05837065212590497,-0.21526318302097042,-0.20421697794706611,-0.09090883609036174,-0.11590653527242412,-0.0002984028503808165,-0.17512009544727103,0,0.9065751241036157,1
82,117,-0.1287213131457229,-0.07554859120374441,-0.21625835163644594,-0.2111566038522656,-0.06680084654379803,-0.09588018885268748,0.03578020008996835,-0.1733600186568331,0,0.9065751241036157,1
43,113,-0.12715501311107266,-0.06289985879111067,-0.21853404190518583,-0.21206400176845086,-0.07466250656311511,-0.10921634428126313,0.044514198645830734,-0.16958156222007084,0,0.9065751241036157,1
4,108,-0.12434197457193032,-0.055594504670709706,-0.20769971218833272,-0.20912535765038967,-0.08773015922826109,-0.10759293491508222,-0.012877305357639864,-0.1751008781669644,0,0.9065751241036157,1
131,103,-0.1293962525560109,-0.055741237230199074,-0.20773382931279025,-0.2122186623506168,-0.10486191400879608,-0.12591596932820295,-0.02616698222009314,-0.1740597537456456,0,0.9065751241036157,1
92,112,-0.13253665641407147,-0.0700685676719893,-0.20598081704495963,-0.2116770711423101,-0.09968129107488088,-0.12255351826077354,-0.0160377918114196,-0.16675831765737412,0,0.9065751241036157,1
53,107,-0.11109328404157305,-0.04106952283878138,-0.20557921829367706,-0.21150463669059325,-0.062296891217735934,-0.0875649534530556,0.018570278834085723,-0.03567894432813359,0,0.9065751241036157,1
14,106,-0.12080349930443415,-0.04534777184540243,-0.20568369575854462,-0.211408043619421,-0.09069488688117752,-0.11971797967428037,-0.0004634303909812829,-0.00017501896160830035,0,0.9065751241036157,1
147,102,-0.11368567950244365,-0.049785757832630236,-0.20515257152697,-0.2116115590786249,-0.06070423708093189,-0.08792767820370519,0.00959898657913338,0.19210121829001423,0,0.9065751241036157,1
108,96,-0.1085066827852698,-0.049610897777496075,-0.2042667554377195,-0.21228324384521555,-0.04380143837354288,-0.06676866293855384,0.033496335340928184,-0.08757520979622642,0,0.9065751241036157,1
69,90,-0.0916721672457447,-0.03306840451961861,-0.1934859102100355,-0.21193474572234466,-0.019270143725755754,-0.04452471670206176,0.04818177792245402,0.13924465402071584,0,0.9065751241036157,1
30,89,-0.09628157714871916,-0.03207383113581402,-0.1948113289360402,-0.2118882172680228,-0.03507352741158042,-0.06038343413845257,0.024319926887971726,0.25618123947251953,0,0.9065751241036157,1
162,87,-0.10963837404255312,-0.036341067887956914,-0.19517237415306615,-0.21172862466969877,-0.07594857452509007,-0.10312406949278019,-0.00353738601063094,0.16437463930641322,0,0.9065751241036157,1
124,77,-0.09612458055539995,-0.005741317160102982,-0.19113091506752614,-0.21113464242182564,-0.07287436774366357,-0.08996652233140968,-0.03457186847504123,0.20876486117238147,0,0.9065751241036157,1
85,73,-0.07777014178299892,0.0066904904407001815,-0.1920592779018097,-0.21160057836340493,-0.0233634990860972,-0.03694562558854404,0.005970840112757905,0.1734751519598626,0,0.9065751241036157,1
46,72,-0.09940964551879532,-0.04706320124111573,-0.19701138516085728,-0.2084252905266627,-0.02449250196512126,-0.058348825038318945,0.06162500500027973,0.24578751689725836,0,0.9065751241036157,1
7,69,-0.09334030165631897,-0.03550534607736386,-0.19839037142648014,-0.21151598963344775,-0.016043465178523425,-0.061872703026922354,0.09331578551549823,0.42839011437099217,0,0.9065751241036157,1
136,65,-0.10116544297238383,-0.03462887181032082,-0.20663877592227803,-0.2111446925679592,-0.03453895858180828,-0.10615961931809452,0.16844365108879378,0.22922900384245096,0,0.9065751241036157,1
97,73,-0.10360871222874782,-0.018719816394919733,-0.2042847026397528,-0.2111871265183007,-0.06636962227990294,-0.11808859302235072,0.06302052477666883,0.41167786307373166,0,0.9065751241036157,1
58,66,-0.08044285111587332,0.02002179290082223,-0.20245117296159698,-0.21159583246106412,-0.03713464919831431,-0.08697088362035489,0.09760928892152267,0.25200487229058444,0,0.9065751241036157,1
19,61,-0.04071447486918483,0.053960486064885745,-0.19892812308388655,-0.21132224514965145,0.0541209041995714,-0.010890891647508937,0.24156745270593016,0.14517940235070895,0,0.9065751241036157,1
153,76,-0.09458664056049607,-0.015391988983689516,-0.20340553889146884,-0.20924298158291538,-0.04033046227669561,-0.0685251942315111,0.014304689922633774,0.4446168467334466,0,0.9065751241036157,1
114,73,-0.09376241278905191,-0.031001650212733132,-0.20414404009424714,-0.19717861866179562,-0.01783567004692677,-0.05376525201798217,0.06728783528690499,0.34546302813480884,0,0.9065751241036157,1
75,71,-0.08157644192248004,-0.021702263773202904,-0.20433043021698338,-0.180052611308816,0.011269939811402499,-0.014370744112155791,0.06300375968374645,0.36552869484557876,0,0.9065751241036157,1
36,63,-0.03588218644269823,0.066576822053362,-0.1852826104131005,-0.21022584865201072,0.038080564159745534,-0.045608240464874154,0.27327827754985046,0.27796233105772084,0,0.9065751241036157,1
161,70,-0.07386935933425867,0.00921813091849398,-0.18287162265786167,-0.2103014108618295,-0.02430501756332903,-0.06774710172926782,0.08829088955931634,0.28490655181793934,0,0.9065751241036157,1
123,74,-0.09283855423472505,-0.03453882904039551,-0.1994114102568255,-0.21164589707791448,-0.014265415433154278,-0.05799534765799813,0.12200147436243536,-0.03156531591425837,0,0.9065751241036157,1
84,68,-0.08901717642248927,-0.0438519867270908,-0.20450927105390368,-0.21120155033914054,0.017237013674869166,-0.015075943212633563,0.10554987638054891,0.14122290346404687,0,0.9065751241036157,1
45,76,-0.11156777466776852,-0.05521006394187141,-0.20450501056586892,-0.21138468633535146,-0.047145859964237126,-0.10028085156831833,0.10100383082906013,0.2084833845373018,0,0.9065751241036157,1
