Date,region,4046,4225,4770,Total Volume
18-01-2015,Tampa,810.58,23.95,0.0,1751.2
11-01-2015,Tampa,814.13,44.49,0.0,1258.62
04-01-2015,Tampa,748.62,30.19,0.0,1885.48
27-12-2015,TotalUS,89709.92,206198.62,5836.04,549787.59
20-12-2015,TotalUS,93849.3,205909.13,8733.11,531478.24
13-12-2015,TotalUS,91837.92,222314.6,11645.54,624300.31
06-12-2015,TotalUS,90203.21,212582.74,4066.09,514112.96
29-11-2015,TotalUS,79215.51,208733.32,3749.48,507830.81
22-11-2015,TotalUS,95222.99,249686.75,3686.28,584276.79
15-11-2015,TotalUS,109494.19,225216.4,3599.71,511347.26
08-11-2015,TotalUS,167254.55,249160.89,4458.45,605197.12
01-11-2015,TotalUS,113380.29,262559.59,6583.03,647789.17
25-10-2015,TotalUS,109006.18,244222.97,6181.13,560830.54
18-10-2015,TotalUS,108697.64,224038.49,5199.73,518034.86
11-10-2015,TotalUS,93015.27,230653.61,4792.06,519892.67
04-10-2015,TotalUS,95393.58,269237.06,4093.2,557392.73
27-09-2015,TotalUS,114590.38,238175.26,4546.66,501814.87
20-09-2015,TotalUS,126318.13,244950.88,4880.83,515240.82
13-09-2015,TotalUS,133928.36,251786.63,5154.23,552059.64
06-09-2015,TotalUS,132181.77,271784.99,5890.57,593797.17
30-08-2015,TotalUS,150924.97,325442.96,5569.76,670005.94
23-08-2015,TotalUS,176723.74,298092.6,5985.12,666276.26
16-08-2015,TotalUS,150876.8,310229.77,6215.26,644689.71
09-08-2015,TotalUS,170184.0,269330.0,6905.0,625259.0
02-08-2015,TotalUS,164126.0,263359.0,5115.0,573873.0
26-07-2015,TotalUS,169940.0,266249.0,4391.0,580826.0
19-07-2015,TotalUS,159752.0,317728.0,4758.0,650389.0
12-07-2015,TotalUS,178871.0,267353.0,5093.0,608845.0
05-07-2015,TotalUS,205073.0,304597.0,6251.0,668233.0
28-06-2015,TotalUS,192182.13,332739.27,5956.87,659947.03
21-06-2015,TotalUS,202071.06,304368.47,6264.36,638192.89
14-06-2015,TotalUS,203021.68,278912.22,6901.71,646098.42
07-06-2015,TotalUS,200483.4,264482.87,6286.15,640448.59
31-05-2015,TotalUS,205250.19,333300.63,6835.09,716942.71
24-05-2015,TotalUS,234692.14,293553.99,6911.26,714266.31
17-05-2015,TotalUS,246278.31,312193.09,22024.09,761972.65
10-05-2015,TotalUS,251602.18,349907.52,6213.47,861671.11
03-05-2015,TotalUS,323883.65,380650.64,8951.77,912681.57
26-04-2015,TotalUS,321733.2,379382.1,6150.07,872239.07
19-04-2015,TotalUS,215283.51,301783.5,6465.74,675907.97
12-04-2015,TotalUS,202491.27,428607.3,6179.48,810018.27
05-04-2015,TotalUS,197746.89,275595.72,6434.88,661842.02
29-03-2015,TotalUS,193273.88,324919.62,5794.39,674551.02
22-03-2015,TotalUS,237139.46,320353.82,5290.59,682640.03
15-03-2015,TotalUS,235569.01,258475.58,5308.79,644584.67
08-03-2015,TotalUS,253078.17,327972.28,5658.7,783913.05
01-03-2015,TotalUS,361996.84,275458.57,5556.02,814484.79
22-02-2015,TotalUS,272594.88,230342.87,4883.55,673446.69
15-02-2015,TotalUS,207650.64,228653.33,4950.01,616177.0
08-02-2015,TotalUS,215657.99,273897.84,5316.55,730874.31
01-02-2015,TotalUS,302561.47,259286.44,5852.28,740896.97
25-01-2015,TotalUS,207494.87,212312.02,4753.87,556368.86
18-01-2015,TotalUS,254319.58,311811.01,4020.85,713120.0
11-01-2015,TotalUS,270966.74,260971.6,3830.42,669528.88
04-01-2015,TotalUS,233286.13,216611.2,4370.99,612910.15
27-12-2015,West,29880.32,48416.71,38.63,142710.36
20-12-2015,West,30114.67,45111.21,38.63,144120.63
13-12-2015,West,29083.18,68810.09,67.91,228520.16
06-12-2015,West,22320.01,49596.02,61.25,139927.17
29-11-2015,West,22168.11,57717.17,102.49,174210.66
22-11-2015,West,28451.14,77160.23,123.89,223979.09
15-11-2015,West,36788.36,44774.06,71.92,124812.43
08-11-2015,West,89839.79,65551.05,149.12,201480.84
01-11-2015,West,37553.46,78353.97,535.26,242525.92
25-10-2015,West,27321.04,49103.5,121.41,140994.25
18-10-2015,West,34482.28,51718.64,65.51,139473.83
11-10-2015,West,27827.61,57061.73,56.28,143146.85
04-10-2015,West,27947.64,79505.2,59.03,176416.14
27-09-2015,West,35384.41,51664.23,55.05,143436.75
20-09-2015,West,34304.09,41159.81,32.24,119727.18
13-09-2015,West,39528.09,48060.97,51.1,135524.9
06-09-2015,West,42937.96,53808.76,33.63,147088.73
30-08-2015,West,50269.47,112276.32,45.76,220337.3
23-08-2015,West,62741.72,68168.99,86.19,182568.08
16-08-2015,West,58956.38,90741.76,17.51,214374.59
09-08-2015,West,66285.78,54803.47,51.19,170475.9
02-08-2015,West,67553.3,54445.94,90.26,160585.07
26-07-2015,West,60875.67,63812.49,130.63,159233.08
19-07-2015,West,61194.97,120177.62,129.25,227872.88
12-07-2015,West,64133.84,62394.38,82.03,161657.89
05-07-2015,West,77241.35,71889.5,310.31,195265.06
28-06-2015,West,72925.55,121231.87,210.81,228925.49
21-06-2015,West,79625.61,96596.31,135.42,214929.13
14-06-2015,West,79176.9,72391.43,282.49,194492.22
07-06-2015,West,81830.79,74180.44,122.03,192122.01
31-05-2015,West,84137.69,124169.28,115.97,251074.96
24-05-2015,West,90538.0,69103.55,86.82,203951.84
17-05-2015,West,106530.27,76060.75,59.03,229340.78
10-05-2015,West,103400.77,77718.2,126.96,233387.28
03-05-2015,West,208996.22,121444.88,242.71,378778.68
26-04-2015,West,183001.34,163634.35,524.42,389892.07
19-04-2015,West,81644.37,75401.95,172.53,191660.54
12-04-2015,West,65226.89,148667.1,99.65,262870.62
05-04-2015,West,69519.19,82145.27,78.72,194132.3
29-03-2015,West,71334.94,151939.31,36.04,263845.02
22-03-2015,West,94041.38,143154.95,66.85,271984.49
15-03-2015,West,100362.24,106186.35,69.48,236130.36
08-03-2015,West,119664.32,178258.33,176.53,330353.76
01-03-2015,West,110458.55,81474.98,311.88,218957.86
22-02-2015,West,87488.99,70229.26,168.9,188334.19
15-02-2015,West,60976.33,72229.53,104.93,166334.97
08-02-2015,West,64858.54,116792.77,65.38,246616.27
01-02-2015,West,89599.59,82183.07,184.99,216484.22
25-01-2015,West,61454.35,68624.86,749.3,166494.38
18-01-2015,West,64328.76,147608.3,69.05,251749.94
11-01-2015,West,80139.16,111395.01,63.88,223156.55
04-01-2015,West,70313.71,72942.11,24.3,187548.3
27-12-2015,WestTexNewMexico,1478.79,2629.64,14.1,7155.63
20-12-2015,WestTexNewMexico,1512.45,2407.32,11.78,6255.19
13-12-2015,WestTexNewMexico,2194.49,2981.01,25.97,7836.65
29-11-2015,WestTexNewMexico,1395.02,2238.04,61.71,4638.1
22-11-2015,WestTexNewMexico,1733.4,2873.92,30.95,6249.43
15-11-2015,WestTexNewMexico,1925.21,3271.43,16.72,8175.94
08-11-2015,WestTexNewMexico,2198.14,3139.24,26.37,7603.07
01-11-2015,WestTexNewMexico,1652.42,3123.83,0.0,7296.25
25-10-2015,WestTexNewMexico,1235.04,2895.73,0.0,6447.44
18-10-2015,WestTexNewMexico,1523.54,3491.3,0.0,7664.36
11-10-2015,WestTexNewMexico,1544.38,3601.95,0.0,7346.43
04-10-2015,WestTexNewMexico,1690.85,3621.73,0.0,8059.96
27-09-2015,WestTexNewMexico,1500.18,5237.43,0.0,8150.95
20-09-2015,WestTexNewMexico,896.41,2911.75,0.0,5023.44
13-09-2015,WestTexNewMexico,1309.78,3114.34,0.0,6608.39
06-09-2015,WestTexNewMexico,3494.93,3556.76,0.0,10554.69
30-08-2015,WestTexNewMexico,4328.13,3911.96,0.0,11459.06
23-08-2015,WestTexNewMexico,5070.74,3018.12,0.0,11341.36
16-08-2015,WestTexNewMexico,3284.92,5434.82,0.0,11538.97
09-08-2015,WestTexNewMexico,3994.02,3545.8,0.0,10167.7
02-08-2015,WestTexNewMexico,4238.86,3463.41,0.0,8369.4
26-07-2015,WestTexNewMexico,2951.21,3851.35,0.0,7977.11
19-07-2015,WestTexNewMexico,2502.95,3493.83,0.0,6864.82
12-07-2015,WestTexNewMexico,2449.63,3542.77,0.0,6689.54
05-07-2015,WestTexNewMexico,6430.36,4300.0,0.0,13816.71
28-06-2015,WestTexNewMexico,5443.3,3745.9,0.0,11456.41
21-06-2015,WestTexNewMexico,5294.94,4443.29,0.0,11100.27
14-06-2015,WestTexNewMexico,4106.03,5782.57,0.0,13506.32
07-06-2015,WestTexNewMexico,5337.04,4286.32,0.0,13363.66
31-05-2015,WestTexNewMexico,5389.41,5289.93,0.0,13968.18
24-05-2015,WestTexNewMexico,6545.88,4514.13,0.0,14314.2
17-05-2015,WestTexNewMexico,7604.41,5425.94,0.0,16514.55
10-05-2015,WestTexNewMexico,5881.71,4326.02,6.9,13607.51
03-05-2015,WestTexNewMexico,4523.43,4781.85,0.0,12166.64
26-04-2015,WestTexNewMexico,3284.15,12724.89,4.6,19634.24
19-04-2015,WestTexNewMexico,3654.28,4477.34,0.0,11075.85
12-04-2015,WestTexNewMexico,2470.16,3359.63,0.0,8335.28
05-04-2015,WestTexNewMexico,2827.97,3353.79,0.0,9073.21
29-03-2015,WestTexNewMexico,2193.27,3230.94,0.0,7485.54
22-03-2015,WestTexNewMexico,2209.54,3525.73,0.0,7771.97
15-03-2015,WestTexNewMexico,1732.58,2997.73,0.0,6046.98
08-03-2015,WestTexNewMexico,2757.69,2923.89,0.0,10407.27
01-03-2015,WestTexNewMexico,2206.18,2725.29,0.0,8743.37
22-02-2015,WestTexNewMexico,2209.31,3488.67,0.0,8720.44
15-02-2015,WestTexNewMexico,2095.43,2610.02,0.0,7309.84
08-02-2015,WestTexNewMexico,2240.97,2867.38,0.0,9271.68
01-02-2015,WestTexNewMexico,1634.42,3012.44,0.0,7210.19
25-01-2015,WestTexNewMexico,1934.46,3032.72,0.0,7324.06
18-01-2015,WestTexNewMexico,1793.64,2078.72,0.0,5508.2
11-01-2015,WestTexNewMexico,1822.28,2377.54,0.0,6861.73
04-01-2015,WestTexNewMexico,1561.3,2958.17,0.0,6182.81
25-12-2016,Albany,77.5,250.13,0.0,1714.92
18-12-2016,Albany,111.34,198.07,0.0,1472.84
11-12-2016,Albany,42.26,156.72,0.0,1886.63
04-12-2016,Albany,100.01,99.17,0.0,1364.73
27-11-2016,Albany,50.76,177.08,0.0,1646.78
20-11-2016,Albany,122.63,197.39,0.0,1862.7
13-11-2016,Albany,75.8,191.07,0.0,2084.37
06-11-2016,Albany,60.08,194.11,0.0,2674.0
30-10-2016,Albany,57.66,93.41,0.0,1326.8
23-10-2016,Albany,37.83,80.72,0.0,1913.99
16-10-2016,Albany,71.5,111.86,0.0,1939.89
09-10-2016,Albany,77.27,155.69,0.0,2179.44
02-10-2016,Albany,51.93,139.63,0.0,2492.82
25-09-2016,Albany,33.22,190.77,0.0,2019.71
18-09-2016,Albany,47.35,194.65,0.0,2137.53
11-09-2016,Albany,128.94,227.69,0.0,3501.41
04-09-2016,Albany,52.26,181.76,0.0,2194.77
28-08-2016,Albany,17.35,200.92,0.0,1922.46
21-08-2016,Albany,19.93,233.25,0.0,1926.01
14-08-2016,Albany,29.39,252.78,0.0,1609.03
07-08-2016,Albany,54.24,206.36,0.0,1545.79
31-07-2016,Albany,29.56,204.54,0.0,1553.42
24-07-2016,Albany,23.66,175.08,0.0,1811.44
17-07-2016,Albany,16.56,201.12,0.0,2399.74
10-07-2016,Albany,31.76,113.57,0.0,2173.2
03-07-2016,Albany,11.65,261.39,0.0,3529.44
26-06-2016,Albany,0.0,162.87,0.0,1922.75
19-06-2016,Albany,10.6,149.57,0.0,974.27
12-06-2016,Albany,4.66,150.28,0.0,887.29
05-06-2016,Albany,2.33,203.69,0.0,1007.03
29-05-2016,Albany,5.82,218.73,0.0,1117.44
22-05-2016,Albany,26.72,346.19,0.0,1193.06
15-05-2016,Albany,17.4,367.82,0.0,1259.86
08-05-2016,Albany,0.0,536.2,0.0,2103.64
01-05-2016,Albany,5.86,240.42,0.0,1604.0
24-04-2016,Albany,19.94,430.39,0.0,2328.82
17-04-2016,Albany,0.0,374.18,0.0,2058.73
10-04-2016,Albany,7.04,161.85,0.0,2161.66
03-04-2016,Albany,36.34,193.4,0.0,1903.46
27-03-2016,Albany,14.07,98.52,0.0,1705.39
20-03-2016,Albany,14.09,258.37,0.0,1733.01
13-03-2016,Albany,25.87,303.42,0.0,1822.67
06-03-2016,Albany,65.94,401.53,0.0,1704.24
28-02-2016,Albany,9.43,143.74,0.0,1485.73
21-02-2016,Albany,23.61,213.64,0.0,1282.87
14-02-2016,Albany,50.84,263.65,0.0,1247.8
07-02-2016,Albany,33.15,254.56,0.0,1252.86
31-01-2016,Albany,34.38,186.13,0.0,1305.94
24-01-2016,Albany,23.39,294.7,0.0,1506.87
17-01-2016,Albany,66.63,430.17,0.0,1496.73
10-01-2016,Albany,35.03,329.33,0.0,1676.05
03-01-2016,Albany,7.0,187.9,0.0,1145.5
25-12-2016,Atlanta,895.62,2981.24,0.0,5456.42
18-12-2016,Atlanta,824.62,2790.3,0.0,9420.9
11-12-2016,Atlanta,916.64,2803.26,0.0,13253.78
04-12-2016,Atlanta,738.64,2945.08,0.0,9990.29
27-11-2016,Atlanta,705.54,2515.5,0.0,7754.46
20-11-2016,Atlanta,917.83,3156.22,0.0,9756.02
13-11-2016,Atlanta,924.89,3867.3,0.0,11118.24
06-11-2016,Atlanta,1268.31,5723.98,0.0,12410.85
30-10-2016,Atlanta,1126.99,5373.69,0.0,7568.41
23-10-2016,Atlanta,979.33,5629.25,0.0,16790.96
16-10-2016,Atlanta,1142.04,4640.4,0.0,17664.37
09-10-2016,Atlanta,1672.78,4499.81,0.0,19264.55
02-10-2016,Atlanta,1714.94,4946.21,0.0,7057.34
25-09-2016,Atlanta,1400.26,4568.2,0.0,7914.63
18-09-2016,Atlanta,1392.93,4819.24,0.0,8231.32
11-09-2016,Atlanta,1355.94,4532.39,0.0,13016.7
04-09-2016,Atlanta,1585.58,5389.1,0.0,15106.95
28-08-2016,Atlanta,1480.15,4894.19,0.0,18482.13
21-08-2016,Atlanta,2212.91,4513.56,0.0,12432.9
14-08-2016,Atlanta,2514.22,4567.03,0.0,13049.21
07-08-2016,Atlanta,2265.89,5919.17,0.0,24308.08
31-07-2016,Atlanta,2799.3,5878.73,0.0,14463.16
24-07-2016,Atlanta,2682.63,6193.26,0.0,11619.75
17-07-2016,Atlanta,2094.03,4551.64,0.0,16805.05
10-07-2016,Atlanta,2275.95,6735.0,0.0,17311.07
03-07-2016,Atlanta,2065.19,6670.1,0.0,20324.1
26-06-2016,Atlanta,2096.1,5307.76,0.0,16159.03
19-06-2016,Atlanta,1602.07,5021.97,0.0,16577.89
12-06-2016,Atlanta,2079.57,5830.96,0.0,16462.75
05-06-2016,Atlanta,1891.62,4901.23,0.0,12826.69
29-05-2016,Atlanta,1866.5,4018.57,0.0,8848.72
22-05-2016,Atlanta,2303.59,3734.43,0.0,11405.47
15-05-2016,Atlanta,1970.2,3792.08,0.0,10861.36
08-05-2016,Atlanta,2105.61,3559.51,0.0,9663.49
01-05-2016,Atlanta,2003.78,4136.67,0.0,11049.83
24-04-2016,Atlanta,2236.6,4002.17,0.0,9858.95
17-04-2016,Atlanta,2435.07,3185.3,0.0,8352.12
10-04-2016,Atlanta,2789.35,3538.67,0.0,7130.98
03-04-2016,Atlanta,3529.36,3854.68,0.0,9283.54
27-03-2016,Atlanta,2454.14,3700.8,0.0,8926.81
20-03-2016,Atlanta,2263.17,2989.88,0.0,7435.68
13-03-2016,Atlanta,2392.51,3420.52,0.0,6967.87
06-03-2016,Atlanta,2601.59,3440.3,0.0,6619.18
28-02-2016,Atlanta,2039.85,2747.16,0.0,5069.92
21-02-2016,Atlanta,2034.56,2318.33,0.0,5258.5
14-02-2016,Atlanta,1825.41,2428.43,0.0,5737.5
07-02-2016,Atlanta,1932.23,2613.21,0.0,5420.87
31-01-2016,Atlanta,2689.11,2147.89,0.0,6591.53
24-01-2016,Atlanta,2193.2,2432.91,0.0,6193.73
17-01-2016,Atlanta,2279.53,2471.83,0.0,5227.45
10-01-2016,Atlanta,2123.47,2121.26,0.0,5614.09
03-01-2016,Atlanta,3970.66,2151.52,0.0,7953.26
25-12-2016,BaltimoreWashington,802.28,5202.23,232.29,17061.38
18-12-2016,BaltimoreWashington,968.91,5004.91,302.95,14030.99
11-12-2016,BaltimoreWashington,820.43,6367.66,229.66,16245.8
04-12-2016,BaltimoreWashington,947.03,6090.79,266.84,13989.25
27-11-2016,BaltimoreWashington,676.38,6554.56,239.91,12675.57
20-11-2016,BaltimoreWashington,639.47,6753.59,330.46,13147.71
13-11-2016,BaltimoreWashington,842.0,6128.37,449.44,11635.47
06-11-2016,BaltimoreWashington,815.52,7611.42,461.88,14538.3
30-10-2016,BaltimoreWashington,546.41,12485.25,681.32,17148.36
23-10-2016,BaltimoreWashington,368.26,12887.66,756.29,17434.69
16-10-2016,BaltimoreWashington,824.95,9095.02,680.3,16843.53
09-10-2016,BaltimoreWashington,691.87,10306.33,575.87,18612.87
02-10-2016,BaltimoreWashington,482.96,9803.09,330.74,18289.28
25-09-2016,BaltimoreWashington,538.08,10810.83,285.7,21533.64
18-09-2016,BaltimoreWashington,541.24,7808.25,321.42,22735.52
11-09-2016,BaltimoreWashington,633.05,6730.7,315.82,20395.74
04-09-2016,BaltimoreWashington,705.28,9032.33,432.03,19197.78
28-08-2016,BaltimoreWashington,1227.93,8991.09,300.67,14070.94
21-08-2016,BaltimoreWashington,2700.7,8409.95,466.6,20525.55
14-08-2016,BaltimoreWashington,2206.71,10855.76,367.06,16889.91
07-08-2016,BaltimoreWashington,644.21,10561.49,472.39,18071.5
31-07-2016,BaltimoreWashington,895.68,10096.25,495.8,14788.87
24-07-2016,BaltimoreWashington,739.82,9008.7,541.3,17266.59
17-07-2016,BaltimoreWashington,692.39,9119.83,716.33,21633.42
10-07-2016,BaltimoreWashington,672.55,9092.46,535.09,17213.93
03-07-2016,BaltimoreWashington,888.9,9004.84,454.36,17234.83
26-06-2016,BaltimoreWashington,1820.68,9002.32,427.07,20251.16
19-06-2016,BaltimoreWashington,1023.05,10027.84,405.82,16906.19
12-06-2016,BaltimoreWashington,719.94,10078.62,381.05,18801.3
05-06-2016,BaltimoreWashington,642.66,9973.85,312.59,22921.36
29-05-2016,BaltimoreWashington,754.48,10667.23,322.07,23435.02
22-05-2016,BaltimoreWashington,623.71,9582.05,278.07,22054.1
15-05-2016,BaltimoreWashington,684.57,8702.37,189.88,16935.54
08-05-2016,BaltimoreWashington,1619.89,11266.77,322.16,21296.42
01-05-2016,BaltimoreWashington,1081.13,10151.03,331.51,24200.98
24-04-2016,BaltimoreWashington,969.19,12045.95,254.75,27335.53
17-04-2016,BaltimoreWashington,2672.67,11275.8,293.07,22368.16
10-04-2016,BaltimoreWashington,890.84,9254.97,351.61,22013.07
03-04-2016,BaltimoreWashington,648.91,9898.79,276.48,22270.5
27-03-2016,BaltimoreWashington,1397.56,7193.83,301.19,17017.63
20-03-2016,BaltimoreWashington,1677.68,6707.4,390.33,16332.76
13-03-2016,BaltimoreWashington,851.45,8994.0,281.67,19068.45
06-03-2016,BaltimoreWashington,658.79,10332.37,340.33,21611.1
28-02-2016,BaltimoreWashington,503.01,8253.43,308.93,14556.02
21-02-2016,BaltimoreWashington,602.1,10520.33,284.63,18004.14
14-02-2016,BaltimoreWashington,625.56,7940.04,269.05,14927.44
07-02-2016,BaltimoreWashington,643.01,7814.15,346.1,17201.44
31-01-2016,BaltimoreWashington,680.27,7178.2,385.24,19026.2
24-01-2016,BaltimoreWashington,719.74,5525.36,327.28,18287.57
17-01-2016,BaltimoreWashington,527.87,7394.43,316.27,14367.76
10-01-2016,BaltimoreWashington,495.49,6973.51,401.96,20518.45
03-01-2016,BaltimoreWashington,581.45,6584.41,507.32,16106.89
25-12-2016,Boise,3.0,610.89,0.0,6098.96
18-12-2016,Boise,6.0,406.25,0.0,2610.64
11-12-2016,Boise,0.0,461.87,0.0,1864.49
04-12-2016,Boise,0.0,442.91,0.0,2053.35
27-11-2016,Boise,0.0,296.35,0.0,2458.62
20-11-2016,Boise,0.0,368.42,0.0,2310.48
13-11-2016,Boise,0.0,653.76,0.0,1821.9
06-11-2016,Boise,0.0,726.7,0.0,1394.87
30-10-2016,Boise,0.0,349.89,0.0,872.07
23-10-2016,Boise,0.0,396.32,0.0,1047.82
16-10-2016,Boise,0.0,384.46,0.0,2839.61
09-10-2016,Boise,3.0,380.26,0.0,1457.64
02-10-2016,Boise,0.0,409.45,0.0,2674.51
25-09-2016,Boise,3.0,414.32,0.0,2156.51
18-09-2016,Boise,4.0,815.29,0.0,2138.14
11-09-2016,Boise,0.0,620.16,0.0,3537.86
04-09-2016,Boise,0.0,1426.01,0.0,3100.87
28-08-2016,Boise,0.0,1508.21,0.0,1835.58
21-08-2016,Boise,0.0,1042.7,0.0,2485.38
14-08-2016,Boise,2.53,1243.41,0.0,2142.35
07-08-2016,Boise,0.0,547.56,0.0,2649.65
31-07-2016,Boise,12.65,718.35,0.0,2232.59
24-07-2016,Boise,0.0,991.53,0.0,1498.06
17-07-2016,Boise,2.52,1238.01,0.0,2947.37
10-07-2016,Boise,0.0,1495.25,0.0,4729.39
03-07-2016,Boise,0.0,1729.89,0.0,7238.95
26-06-2016,Boise,0.0,2173.59,0.0,5744.45
19-06-2016,Boise,0.0,4079.79,0.0,8908.04
12-06-2016,Boise,0.0,1092.93,0.0,1782.87
05-06-2016,Boise,0.0,1431.5,0.0,1829.78
29-05-2016,Boise,5.29,1132.48,0.0,2206.16
22-05-2016,Boise,0.0,2320.42,0.0,2779.2
15-05-2016,Boise,2.65,1152.33,0.0,1755.38
08-05-2016,Boise,0.0,835.48,0.0,2481.5
01-05-2016,Boise,0.0,496.28,0.0,2440.13
24-04-2016,Boise,1.32,2510.67,0.0,2907.11
17-04-2016,Boise,11.78,670.27,0.0,1228.73
10-04-2016,Boise,2.6,1463.35,0.0,3469.2
03-04-2016,Boise,15.51,772.7,0.0,2909.88
27-03-2016,Boise,19.24,1333.95,0.0,2565.18
20-03-2016,Boise,14.02,1604.25,0.0,6092.98
13-03-2016,Boise,25.38,586.33,0.0,3340.37
06-03-2016,Boise,16.45,490.93,0.0,1381.84
28-02-2016,Boise,45.47,514.08,0.0,566.57
21-02-2016,Boise,35.36,425.56,0.0,562.64
14-02-2016,Boise,42.95,839.99,0.0,2863.27
07-02-2016,Boise,15.15,460.94,0.0,2073.07
31-01-2016,Boise,23.98,425.27,0.0,1660.38
24-01-2016,Boise,12.64,497.95,0.0,1117.32
17-01-2016,Boise,16.47,602.97,0.0,1728.46
10-01-2016,Boise,36.85,684.99,0.0,2373.95
03-01-2016,Boise,14.03,394.08,0.0,1200.13
25-12-2016,Boston,11.89,938.02,0.0,11553.3
18-12-2016,Boston,30.82,1065.46,1.24,11811.4
11-12-2016,Boston,22.64,1093.69,0.0,13714.62
04-12-2016,Boston,29.69,945.52,0.0,13905.77
27-11-2016,Boston,29.54,907.66,0.0,9786.33
20-11-2016,Boston,51.47,1005.62,0.0,11287.83
13-11-2016,Boston,22.07,1133.09,0.0,9660.96
06-11-2016,Boston,62.71,1259.58,0.0,9755.42
30-10-2016,Boston,118.09,810.7,0.0,8408.0
23-10-2016,Boston,13.8,337.79,0.0,8153.98
16-10-2016,Boston,7.59,1123.4,0.0,8760.34
09-10-2016,Boston,30.12,706.39,0.0,10417.82
02-10-2016,Boston,11.32,771.37,0.0,11208.26
25-09-2016,Boston,19.88,578.33,0.0,13904.53
18-09-2016,Boston,8.37,704.63,0.0,18371.82
11-09-2016,Boston,39.64,888.2,0.0,16980.59
04-09-2016,Boston,15.53,754.38,0.0,14518.0
28-08-2016,Boston,9.48,678.64,0.0,8395.34
21-08-2016,Boston,32.84,677.47,0.0,11414.48
14-08-2016,Boston,20.93,589.79,0.0,7117.91
07-08-2016,Boston,18.68,535.94,0.0,9580.49
31-07-2016,Boston,16.14,576.55,0.0,7313.26
24-07-2016,Boston,3.7,666.04,0.0,9837.59
17-07-2016,Boston,4.69,624.09,0.0,14776.98
10-07-2016,Boston,17.34,461.48,0.0,12513.05
03-07-2016,Boston,16.98,444.06,0.0,14709.87
26-06-2016,Boston,1.22,488.12,0.0,12442.73
19-06-2016,Boston,1.21,588.73,0.0,11590.31
12-06-2016,Boston,2.0,571.26,0.0,10051.16
05-06-2016,Boston,6.81,566.84,0.0,12722.85
29-05-2016,Boston,8.02,713.52,0.0,12652.15
22-05-2016,Boston,8.23,593.13,0.0,18030.82
15-05-2016,Boston,6.02,549.85,0.0,14776.15
08-05-2016,Boston,1.21,742.35,0.0,15589.8
01-05-2016,Boston,6.03,1444.35,0.0,18536.65
24-04-2016,Boston,1.0,689.29,0.0,18656.87
17-04-2016,Boston,0.0,634.43,0.0,12779.06
10-04-2016,Boston,2.41,548.12,0.0,14563.78
03-04-2016,Boston,7.62,549.76,0.0,12763.11
27-03-2016,Boston,2.41,805.16,0.0,13143.32
20-03-2016,Boston,7.24,760.15,0.0,11665.94
13-03-2016,Boston,3.62,670.92,0.0,10556.46
06-03-2016,Boston,11.43,1079.31,0.0,10200.05
28-02-2016,Boston,6.0,1286.52,0.0,11259.09
21-02-2016,Boston,13.81,451.66,0.0,9394.21
14-02-2016,Boston,9.6,711.45,0.0,9526.6
07-02-2016,Boston,7.59,1515.63,0.0,9462.0
31-01-2016,Boston,6.99,553.02,0.0,8221.86
24-01-2016,Boston,6.98,616.39,0.0,8850.23
17-01-2016,Boston,14.36,743.11,0.0,9327.19
10-01-2016,Boston,65.96,766.46,1.2,7751.94
03-01-2016,Boston,6.01,1010.59,0.0,7629.12
25-12-2016,BuffaloRochester,1.22,264.4,0.0,1098.66
18-12-2016,BuffaloRochester,34.03,240.4,0.0,1859.14
11-12-2016,BuffaloRochester,24.27,516.63,0.0,3303.41
04-12-2016,BuffaloRochester,25.44,1091.53,0.0,3713.49
27-11-2016,BuffaloRochester,9.68,210.08,0.0,1221.36
20-11-2016,BuffaloRochester,6.04,156.97,0.0,3046.51
13-11-2016,BuffaloRochester,20.5,247.17,0.0,1146.07
06-11-2016,BuffaloRochester,12.03,144.41,0.0,1186.44
30-10-2016,BuffaloRochester,3.6,126.13,0.0,563.06
23-10-2016,BuffaloRochester,20.39,221.94,0.0,1079.0
16-10-2016,BuffaloRochester,29.94,143.73,0.0,1163.67
09-10-2016,BuffaloRochester,16.74,245.14,0.0,1118.55
02-10-2016,BuffaloRochester,10.75,206.58,0.0,1211.27
25-09-2016,BuffaloRochester,33.41,184.97,0.0,1855.17
18-09-2016,BuffaloRochester,40.56,156.27,0.0,3999.84
11-09-2016,BuffaloRochester,59.65,107.66,0.0,1699.25
04-09-2016,BuffaloRochester,83.54,195.72,0.0,5688.2
28-08-2016,BuffaloRochester,23.87,329.34,0.0,2908.99
21-08-2016,BuffaloRochester,24.13,188.27,0.0,5118.51
14-08-2016,BuffaloRochester,20.33,217.67,0.0,1693.25
07-08-2016,BuffaloRochester,51.48,215.02,0.0,4350.7
31-07-2016,BuffaloRochester,49.86,252.13,0.0,1764.88
24-07-2016,BuffaloRochester,38.4,258.23,0.0,2705.37
17-07-2016,BuffaloRochester,65.33,397.75,0.0,4222.14
10-07-2016,BuffaloRochester,118.66,169.83,0.0,5061.84
03-07-2016,BuffaloRochester,25.27,263.51,0.0,5103.66
26-06-2016,BuffaloRochester,50.53,224.97,0.0,5882.19
19-06-2016,BuffaloRochester,20.44,228.15,0.0,7564.6
12-06-2016,BuffaloRochester,8.36,294.25,0.0,6617.16
05-06-2016,BuffaloRochester,53.71,464.99,0.0,5859.34
